"CAS","Compound","Track","AC50_uM","AED_median","AED_5pct","AED_95pct","AED_mean"
"80-05-7","Bisphenol-a","httk_native",0.146589977600508,0.1109,0.015355,0.53793,0.173070564
"80-05-7","Bisphenol-a","rf_imputed",0.146589977600508,0.0480233806532663,0.00663384727386935,0.233624896231156,0.0750396371236683
