CAS,Compound,AED_5pct_httk_native,AED_5pct_rf_imputed,AED_95pct_httk_native,AED_95pct_rf_imputed,AED_median_httk_native,AED_median_rf_imputed,n_active_assays,AC50_5pct_uM,AC50_median_uM,FC_AED_rf_vs_native
80-05-7,Bisphenol-a,0.015355,0.0066338472738693,0.53793,0.233624896231156,0.1109,0.0480233806532663,814,0.146589977600508,21.8776162394955,0.433
