"CAS","Compound","DTXSID","n_active_assays","AC50_min_uM","AC50_5pct_uM","AC50_median_uM","AC50_95pct_uM"
"80-05-7","Bisphenol-a","DTXSID7020182",814,0.00575439937337157,0.146589977600508,21.8776162394955,129.875206709528
